customerID,phoneDescription,internetDescription
2057-ZBLPD,Phone service with multiple lines,Fiber optic with streaming movies
0228-MAUWC,Phone service with multiple lines,"DSL with device protection, tech support"
5502-RLUYV,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming tv, streaming movies"
0023-HGHWL,None,DSL
7663-YJHSN,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv"
4915-BFSXL,Phone service with multiple lines,"DSL with online security, device protection, streaming tv"
3086-RUCRN,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming movies"
5215-LNLDJ,None,DSL
7576-JMYWV,Phone service with multiple lines,"Fiber optic with online security, online backup, tech support, streaming tv, streaming movies"
9039-RBEEE,None,"DSL with online security, online backup, tech support, streaming tv"
0257-KXZGU,Phone service with multiple lines,"DSL with online backup, device protection"
1307-ATKGB,Phone service,"Fiber optic with online backup, device protection, streaming movies"
8417-FMLZI,Phone service,"Fiber optic with online backup, streaming movies"
3714-XPXBW,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming tv"
1850-AKQEP,Phone service,None
2824-DXNKN,Phone service with multiple lines,"DSL with online security, device protection, streaming tv"
5227-JSCFE,None,"DSL with online security, online backup, device protection, tech support"
0848-ZGQIJ,Phone service,"Fiber optic with online backup, streaming tv, streaming movies"
3621-CHYVB,None,"DSL with online security, device protection, tech support, streaming movies"
8042-RNLKO,Phone service with multiple lines,None
1792-UXAFY,Phone service,"Fiber optic with online backup, device protection, streaming tv"
5372-FBKBN,Phone service,None
0420-TXVSG,Phone service with multiple lines,"DSL with online security, online backup, device protection"
6217-TOWGS,Phone service with multiple lines,"DSL with online backup, streaming tv, streaming movies"
0515-YPMCW,Phone service,Fiber optic
0378-XSZPU,Phone service,"DSL with online security, online backup, device protection"
1045-LTCYT,Phone service,None
1544-JJMYL,Phone service,"DSL with online security, device protection, tech support, streaming tv"
4636-JGAAI,Phone service with multiple lines,"Fiber optic with online backup, streaming movies"
6874-SGLHU,Phone service,"Fiber optic with online backup, streaming tv, streaming movies"
5951-AOFIH,Phone service,"DSL with online backup, device protection, streaming tv"
4729-XKASR,None,DSL
3059-NGMXB,Phone service with multiple lines,"DSL with online security, online backup, streaming movies"
8652-YHIYU,Phone service with multiple lines,Fiber optic with tech support
5278-PNYOX,Phone service,"Fiber optic with device protection, tech support, streaming tv, streaming movies"
5449-FIBXJ,Phone service with multiple lines,"Fiber optic with device protection, tech support, streaming tv, streaming movies"
3486-HOOGQ,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming tv"
5061-PBXFW,Phone service,"DSL with online security, online backup, tech support"
8630-FJLIB,Phone service,Fiber optic
3891-NLXJB,None,"DSL with online security, online backup, tech support"
4749-OJKQU,Phone service with multiple lines,Fiber optic
0577-WHMEV,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection"
5453-AXEPF,Phone service with multiple lines,Fiber optic with online backup
3639-XJHKQ,Phone service,"DSL with online security, online backup, device protection"
3716-LRGXK,Phone service with multiple lines,"Fiber optic with device protection, streaming tv, streaming movies"
2263-SFSQZ,Phone service with multiple lines,None
9950-MTGYX,Phone service,None
3397-AVTKU,Phone service,"DSL with online backup, streaming movies"
4825-FUREZ,Phone service,None
9837-BMCLM,Phone service,Fiber optic with streaming tv
2672-OJQZP,Phone service,DSL
0137-UDEUO,Phone service,None
3134-DSHVC,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, streaming tv"
6161-UUUTA,Phone service,Fiber optic with streaming tv
7821-DPRQE,Phone service with multiple lines,"Fiber optic with online security, online backup, tech support, streaming tv, streaming movies"
6543-XRMYR,Phone service with multiple lines,"Fiber optic with online backup, streaming tv, streaming movies"
2001-EWBQU,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming tv, streaming movies"
4925-LMHOK,Phone service with multiple lines,"DSL with online backup, tech support"
1608-GMEWB,Phone service with multiple lines,"Fiber optic with streaming tv, streaming movies"
6695-AMZUF,Phone service,"DSL with online security, online backup, device protection, tech support, streaming tv, streaming movies"
1455-UGQVH,Phone service with multiple lines,"Fiber optic with device protection, streaming tv, streaming movies"
8410-BGQXN,Phone service,None
8280-MQRQN,Phone service,DSL with device protection
1619-YWUBB,Phone service with multiple lines,None
7611-YKYTC,Phone service,Fiber optic with online security
2037-SGXHH,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming tv"
3178-FESZO,Phone service with multiple lines,"Fiber optic with online backup, streaming tv, streaming movies"
0365-GXEZS,Phone service,"Fiber optic with device protection, tech support"
0082-OQIQY,Phone service,"Fiber optic with tech support, streaming tv, streaming movies"
6087-MVHJH,Phone service with multiple lines,"Fiber optic with device protection, streaming movies"
4603-JANFB,Phone service,Fiber optic
3018-TFTSU,Phone service,"Fiber optic with online security, device protection"
3606-SBKRY,None,"DSL with device protection, streaming tv, streaming movies"
4806-KEXQR,Phone service,Fiber optic with streaming movies
0667-NSRGI,Phone service with multiple lines,"DSL with device protection, tech support, streaming movies"
7083-YNSKY,Phone service with multiple lines,None
6893-ODYYE,Phone service,"Fiber optic with online security, online backup, device protection, tech support"
8242-JSVBO,Phone service,DSL
2479-BRAMR,Phone service with multiple lines,"Fiber optic with online security, device protection"
9541-ZPSEA,Phone service,"Fiber optic with online security, device protection"
2665-NPTGL,Phone service with multiple lines,"Fiber optic with device protection, streaming tv, streaming movies"
1139-WUOAH,None,"DSL with device protection, tech support, streaming tv, streaming movies"
4693-VWVBO,Phone service,None
7434-SHXLS,Phone service,None
6937-GCDGQ,Phone service,DSL with online security
0988-JRWWP,Phone service,DSL with streaming tv
5075-JSDKI,Phone service with multiple lines,None
7908-QCBCA,Phone service,Fiber optic
8644-XYTSV,None,"DSL with online security, streaming tv"
6711-FLDFB,Phone service with multiple lines,Fiber optic
3873-WOSBC,Phone service with multiple lines,None
7465-ZZRVX,Phone service,Fiber optic
7975-JMZNT,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming tv, streaming movies"
7251-XFOIL,Phone service with multiple lines,"Fiber optic with device protection, streaming movies"
4116-IQRFR,Phone service with multiple lines,None
3714-JTVOV,Phone service,Fiber optic with online security
8259-DZLIZ,Phone service with multiple lines,DSL with online backup
0442-ZXKVS,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
7853-WNZSY,Phone service,None
3120-FAZKD,Phone service with multiple lines,None
8606-OEGQZ,Phone service with multiple lines,None
0225-ZORZP,Phone service,"Fiber optic with online backup, streaming movies"
4702-IOQDC,Phone service,Fiber optic
9489-JMTTN,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming tv, streaming movies"
0575-CUQOV,Phone service,"Fiber optic with online backup, device protection, streaming tv, streaming movies"
0967-BMLBD,Phone service,None
6178-KFNHS,Phone service with multiple lines,Fiber optic with online security
2830-LEWOA,Phone service,"Fiber optic with online backup, device protection, tech support, streaming tv, streaming movies"
5006-MXVRN,Phone service,None
1264-BYWMS,Phone service with multiple lines,"Fiber optic with streaming tv, streaming movies"
9658-WYUFB,Phone service with multiple lines,"Fiber optic with online security, online backup, streaming tv"
8327-WKMIE,Phone service,None
6917-FIJHC,Phone service with multiple lines,None
5329-KRDTM,Phone service with multiple lines,"DSL with online backup, device protection, tech support, streaming tv"
7797-EJMDP,Phone service,"DSL with online security, tech support, streaming movies"
3530-VWVGU,Phone service,None
2013-SGDXK,Phone service,"Fiber optic with online backup, streaming tv"
6368-NWMCE,Phone service with multiple lines,"DSL with online backup, tech support, streaming movies"
3633-CDBUW,Phone service,"DSL with online backup, device protection, tech support, streaming tv, streaming movies"
0707-HOVVN,Phone service with multiple lines,"DSL with online backup, device protection, tech support, streaming tv"
8580-QVLOC,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming tv, streaming movies"
3956-MGXOG,Phone service,Fiber optic with streaming movies
9274-UARKJ,Phone service,"Fiber optic with online backup, streaming tv"
4077-HWUYD,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming tv, streaming movies"
2012-NWRPA,Phone service with multiple lines,"Fiber optic with device protection, streaming tv, streaming movies"
8808-ELEHO,Phone service with multiple lines,Fiber optic with device protection
0103-CSITQ,Phone service with multiple lines,"Fiber optic with online backup, device protection, tech support, streaming tv, streaming movies"
3506-LCJDC,Phone service,None
8671-KKKOS,None,"DSL with online security, online backup, streaming tv"
7305-ZWMAJ,Phone service,None
9518-XXBXE,Phone service,Fiber optic with online security
3934-HXCFZ,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, streaming tv"
6578-KRMAW,Phone service,"Fiber optic with online security, online backup, device protection, streaming movies"
4860-IJUDE,Phone service,Fiber optic with online security
7666-WKRON,Phone service,"Fiber optic with device protection, tech support"
9688-YGXVR,Phone service,"Fiber optic with online backup, device protection, streaming tv"
0423-UDIJQ,Phone service,DSL with tech support
1945-XISKS,Phone service,None
