customerID,subscriptionDescription,contractDescription,TotalCharges
5868-YTYKS,Is subscribed for 1 months at a monthly cost of 20.25,Month-to-month Mailed check paperless billing,20.25
3525-DVKFN,Is subscribed for 17 months at a monthly cost of 19.4,Two year Mailed check,358.05
1482-OXZSY,Is subscribed for 30 months at a monthly cost of 100.4,Month-to-month Bank transfer (automatic) paperless billing,2936.25
0377-JBKKT,Is subscribed for 22 months at a monthly cost of 57.95,Month-to-month Mailed check paperless billing,1271.8
5778-BVOFB,Is subscribed for 9 months at a monthly cost of 59.5,Month-to-month Bank transfer (automatic) paperless billing,530.05
3373-YZZYM,Is subscribed for 1 months at a monthly cost of 19.2,Month-to-month Mailed check,19.2
2057-ZBLPD,Was subscribed for 21 months at a monthly cost of 86.5,Month-to-month Electronic check paperless billing,1808.7
0228-MAUWC,Is subscribed for 19 months at a monthly cost of 59.55,Month-to-month Electronic check,1144.6
5502-RLUYV,Was subscribed for 69 months at a monthly cost of 103.95,Month-to-month Electronic check paperless billing,7446.9
0023-HGHWL,Was subscribed for 1 months at a monthly cost of 25.1,Month-to-month Electronic check paperless billing,25.1
7663-YJHSN,Is subscribed for 72 months at a monthly cost of 103.95,Two year Bank transfer (automatic) paperless billing,7556.9
4915-BFSXL,Is subscribed for 70 months at a monthly cost of 68.95,Two year Credit card (automatic),4858.7
3086-RUCRN,Is subscribed for 66 months at a monthly cost of 103.1,Month-to-month Bank transfer (automatic) paperless billing,6595
5215-LNLDJ,Is subscribed for 7 months at a monthly cost of 24.7,Month-to-month Electronic check paperless billing,149.05
7576-JMYWV,Is subscribed for 46 months at a monthly cost of 110.2,Month-to-month Electronic check paperless billing,4972.1
9039-RBEEE,Was subscribed for 39 months at a monthly cost of 48.95,Month-to-month Credit card (automatic) paperless billing,1880.85
0257-KXZGU,Is subscribed for 32 months at a monthly cost of 62.45,Month-to-month Bank transfer (automatic),2045.55
1307-ATKGB,Is subscribed for 24 months at a monthly cost of 89.55,Month-to-month Electronic check paperless billing,2187.15
8417-FMLZI,Was subscribed for 6 months at a monthly cost of 83.55,Month-to-month Credit card (automatic) paperless billing,477.55
3714-XPXBW,Is subscribed for 37 months at a monthly cost of 78.9,Month-to-month Credit card (automatic) paperless billing,2976.95
1850-AKQEP,Is subscribed for 8 months at a monthly cost of 20.35,Month-to-month Mailed check,178.7
2824-DXNKN,Is subscribed for 72 months at a monthly cost of 71.45,Two year Bank transfer (automatic) paperless billing,5025.85
5227-JSCFE,Is subscribed for 71 months at a monthly cost of 46.35,Two year Credit card (automatic),3353.4
0848-ZGQIJ,Is subscribed for 16 months at a monthly cost of 94.65,Month-to-month Bank transfer (automatic) paperless billing,1461.15
3621-CHYVB,Is subscribed for 57 months at a monthly cost of 49.9,Month-to-month Bank transfer (automatic) paperless billing,2782.4
8042-RNLKO,Is subscribed for 66 months at a monthly cost of 25.45,One year Bank transfer (automatic),1699.15
1792-UXAFY,Was subscribed for 17 months at a monthly cost of 89.15,Month-to-month Electronic check paperless billing,1496.9
5372-FBKBN,Is subscribed for 21 months at a monthly cost of 20.75,Month-to-month Mailed check,452.2
0420-TXVSG,Is subscribed for 66 months at a monthly cost of 66.1,Two year Credit card (automatic) paperless billing,4428.45
6217-TOWGS,Is subscribed for 17 months at a monthly cost of 75.4,Month-to-month Bank transfer (automatic) paperless billing,1322.55
0515-YPMCW,Was subscribed for 1 months at a monthly cost of 70.45,Month-to-month Mailed check paperless billing,70.45
0378-XSZPU,Was subscribed for 58 months at a monthly cost of 60.3,One year Credit card (automatic),3563.8
1045-LTCYT,Is subscribed for 8 months at a monthly cost of 21.05,Month-to-month Credit card (automatic),139.75
1544-JJMYL,Is subscribed for 27 months at a monthly cost of 69.35,One year Credit card (automatic),1927.3
4636-JGAAI,Is subscribed for 34 months at a monthly cost of 88.85,Month-to-month Mailed check,3000.25
6874-SGLHU,Is subscribed for 30 months at a monthly cost of 97.0,One year Bank transfer (automatic) paperless billing,3021.3
5951-AOFIH,Is subscribed for 33 months at a monthly cost of 66.4,Month-to-month Credit card (automatic) paperless billing,2245.4
4729-XKASR,Was subscribed for 1 months at a monthly cost of 24.75,Month-to-month Electronic check,24.75
3059-NGMXB,Is subscribed for 14 months at a monthly cost of 69.2,Month-to-month Mailed check,944.65
8652-YHIYU,Is subscribed for 16 months at a monthly cost of 79.5,One year Credit card (automatic) paperless billing,1264.2
5278-PNYOX,Is subscribed for 49 months at a monthly cost of 100.65,Two year Credit card (automatic),4917.75
5449-FIBXJ,Was subscribed for 19 months at a monthly cost of 103.3,Month-to-month Electronic check,2012.7
3486-HOOGQ,Is subscribed for 70 months at a monthly cost of 79.7,Two year Bank transfer (automatic),5743.3
5061-PBXFW,Is subscribed for 32 months at a monthly cost of 61.4,Month-to-month Bank transfer (automatic),1864.65
8630-FJLIB,Is subscribed for 18 months at a monthly cost of 69.8,Month-to-month Electronic check paperless billing,1221.65
3891-NLXJB,Is subscribed for 37 months at a monthly cost of 40.55,Two year Mailed check paperless billing,1390.85
4749-OJKQU,Is subscribed for 4 months at a monthly cost of 75.65,Month-to-month Electronic check paperless billing,302.35
0577-WHMEV,Is subscribed for 16 months at a monthly cost of 90.7,Month-to-month Electronic check,1374.9
5453-AXEPF,Is subscribed for 17 months at a monthly cost of 80.5,Month-to-month Bank transfer (automatic) paperless billing,1336.9
3639-XJHKQ,Is subscribed for 19 months at a monthly cost of 60.6,Month-to-month Electronic check paperless billing,1297.8
3716-LRGXK,Is subscribed for 60 months at a monthly cost of 101.15,Two year Credit card (automatic),6067.4
2263-SFSQZ,Is subscribed for 51 months at a monthly cost of 24.95,Two year Mailed check paperless billing,1222.25
9950-MTGYX,Is subscribed for 28 months at a monthly cost of 20.3,Two year Credit card (automatic) paperless billing,487.95
3397-AVTKU,Is subscribed for 43 months at a monthly cost of 60.0,Two year Electronic check paperless billing,2548.55
4825-FUREZ,Is subscribed for 42 months at a monthly cost of 20.25,Two year Electronic check,835.5
9837-BMCLM,Was subscribed for 3 months at a monthly cost of 78.5,Month-to-month Electronic check paperless billing,242.05
2672-OJQZP,Is subscribed for 1 months at a monthly cost of 44.75,Month-to-month Mailed check,44.75
0137-UDEUO,Was subscribed for 3 months at a monthly cost of 19.85,Month-to-month Mailed check,63.75
3134-DSHVC,Is subscribed for 63 months at a monthly cost of 98.0,Two year Credit card (automatic),6218.45
6161-UUUTA,Was subscribed for 3 months at a monthly cost of 79.9,Month-to-month Electronic check paperless billing,260.9
7821-DPRQE,Is subscribed for 68 months at a monthly cost of 107.7,Month-to-month Electronic check paperless billing,7320.9
6543-XRMYR,Was subscribed for 30 months at a monthly cost of 99.7,Month-to-month Electronic check paperless billing,2967.35
2001-EWBQU,Is subscribed for 60 months at a monthly cost of 104.7,Two year Electronic check,6333.8
4925-LMHOK,Was subscribed for 15 months at a monthly cost of 58.6,Month-to-month Credit card (automatic) paperless billing,939.7
1608-GMEWB,Is subscribed for 45 months at a monthly cost of 93.9,Month-to-month Bank transfer (automatic) paperless billing,4200.25
6695-AMZUF,Is subscribed for 70 months at a monthly cost of 86.45,Two year Credit card (automatic),5950.2
1455-UGQVH,Was subscribed for 10 months at a monthly cost of 98.5,Month-to-month Electronic check paperless billing,1037.75
8410-BGQXN,Is subscribed for 4 months at a monthly cost of 19.4,Month-to-month Mailed check,93.4
8280-MQRQN,Was subscribed for 1 months at a monthly cost of 50.45,Month-to-month Mailed check paperless billing,50.45
1619-YWUBB,Is subscribed for 68 months at a monthly cost of 24.95,Two year Credit card (automatic) paperless billing,1614.9
7611-YKYTC,Is subscribed for 22 months at a monthly cost of 75.0,Month-to-month Bank transfer (automatic),1573.95
2037-SGXHH,Was subscribed for 38 months at a monthly cost of 94.65,Month-to-month Electronic check paperless billing,3624.3
3178-FESZO,Was subscribed for 1 months at a monthly cost of 100.25,Month-to-month Credit card (automatic) paperless billing,100.25
0365-GXEZS,Is subscribed for 18 months at a monthly cost of 78.2,Month-to-month Electronic check,1468.75
0082-OQIQY,Is subscribed for 29 months at a monthly cost of 94.2,Month-to-month Electronic check paperless billing,2607.6
6087-MVHJH,Was subscribed for 16 months at a monthly cost of 88.45,Month-to-month Electronic check paperless billing,1422.1
4603-JANFB,Was subscribed for 1 months at a monthly cost of 69.85,Month-to-month Electronic check paperless billing,69.85
3018-TFTSU,Was subscribed for 12 months at a monthly cost of 81.7,Month-to-month Bank transfer (automatic),858.6
3606-SBKRY,Is subscribed for 31 months at a monthly cost of 50.05,One year Electronic check paperless billing,1523.4
4806-KEXQR,Was subscribed for 4 months at a monthly cost of 79.9,Month-to-month Electronic check paperless billing,324.3
0667-NSRGI,Is subscribed for 48 months at a monthly cost of 69.55,One year Mailed check paperless billing,3435.6
7083-YNSKY,Was subscribed for 15 months at a monthly cost of 25.4,Month-to-month Credit card (automatic) paperless billing,399.6
6893-ODYYE,Is subscribed for 50 months at a monthly cost of 90.1,One year Credit card (automatic) paperless billing,4549.45
8242-JSVBO,Is subscribed for 7 months at a monthly cost of 44.65,Month-to-month Bank transfer (automatic) paperless billing,322.5
2479-BRAMR,Was subscribed for 41 months at a monthly cost of 83.75,Month-to-month Bank transfer (automatic) paperless billing,3273.55
9541-ZPSEA,Is subscribed for 68 months at a monthly cost of 80.35,Two year Credit card (automatic),5375.15
2665-NPTGL,Is subscribed for 26 months at a monthly cost of 98.1,Month-to-month Bank transfer (automatic) paperless billing,2510.7
1139-WUOAH,Is subscribed for 57 months at a monthly cost of 53.35,Two year Credit card (automatic),3090.05
4693-VWVBO,Is subscribed for 3 months at a monthly cost of 19.55,Month-to-month Electronic check,61.05
7434-SHXLS,Was subscribed for 1 months at a monthly cost of 20.9,Month-to-month Mailed check,20.9
6937-GCDGQ,Is subscribed for 19 months at a monthly cost of 48.95,One year Bank transfer (automatic) paperless billing,955.6
0988-JRWWP,Is subscribed for 3 months at a monthly cost of 54.2,Month-to-month Electronic check paperless billing,140.4
5075-JSDKI,Is subscribed for 59 months at a monthly cost of 24.45,Two year Electronic check,1493.1
7908-QCBCA,Was subscribed for 1 months at a monthly cost of 69.4,Month-to-month Mailed check paperless billing,69.4
8644-XYTSV,Is subscribed for 42 months at a monthly cost of 40.15,Month-to-month Bank transfer (automatic) paperless billing,1626.05
6711-FLDFB,Was subscribed for 7 months at a monthly cost of 74.9,Month-to-month Electronic check paperless billing,541.15
3873-WOSBC,Is subscribed for 67 months at a monthly cost of 25.6,Two year Credit card (automatic),1784.9
7465-ZZRVX,Is subscribed for 1 months at a monthly cost of 70.35,Month-to-month Electronic check paperless billing,70.35
7975-JMZNT,Is subscribed for 66 months at a monthly cost of 91.7,Two year Bank transfer (automatic),6075.9
7251-XFOIL,Is subscribed for 61 months at a monthly cost of 89.2,Month-to-month Mailed check,5500.6
4116-IQRFR,Is subscribed for 4 months at a monthly cost of 24.1,One year Credit card (automatic),73.1
3714-JTVOV,Was subscribed for 42 months at a monthly cost of 74.15,Month-to-month Credit card (automatic) paperless billing,3229.4
8259-DZLIZ,Is subscribed for 64 months at a monthly cost of 53.85,One year Bank transfer (automatic) paperless billing,3399.85
0442-ZXKVS,Is subscribed for 54 months at a monthly cost of 115.6,One year Bank transfer (automatic) paperless billing,6431.05
7853-WNZSY,Is subscribed for 1 months at a monthly cost of 19.75,Month-to-month Credit card (automatic) paperless billing,19.75
3120-FAZKD,Is subscribed for 54 months at a monthly cost of 24.05,Two year Bank transfer (automatic) paperless billing,1230.9
8606-OEGQZ,Is subscribed for 18 months at a monthly cost of 25.3,Two year Credit card (automatic),454.65
0225-ZORZP,Is subscribed for 3 months at a monthly cost of 84.3,Month-to-month Electronic check,235.05
4702-IOQDC,Was subscribed for 1 months at a monthly cost of 70.1,Month-to-month Electronic check paperless billing,70.1
9489-JMTTN,Is subscribed for 72 months at a monthly cost of 89.75,Two year Credit card (automatic),6595.9
0575-CUQOV,Is subscribed for 60 months at a monthly cost of 97.95,One year Electronic check paperless billing,5867
0967-BMLBD,Is subscribed for 11 months at a monthly cost of 20.0,One year Mailed check paperless billing,196.35
6178-KFNHS,Was subscribed for 12 months at a monthly cost of 78.3,Month-to-month Electronic check paperless billing,909.25
2830-LEWOA,Is subscribed for 61 months at a monthly cost of 103.9,One year Credit card (automatic),6449.15
5006-MXVRN,Is subscribed for 39 months at a monthly cost of 20.7,Two year Credit card (automatic),762.45
1264-BYWMS,Was subscribed for 55 months at a monthly cost of 96.8,Month-to-month Electronic check paperless billing,5283.95
9658-WYUFB,Was subscribed for 17 months at a monthly cost of 94.4,Month-to-month Electronic check paperless billing,1617.5
8327-WKMIE,Is subscribed for 37 months at a monthly cost of 20.15,One year Credit card (automatic),785.75
6917-FIJHC,Is subscribed for 72 months at a monthly cost of 26.0,Two year Mailed check paperless billing,1776
5329-KRDTM,Is subscribed for 72 months at a monthly cost of 77.35,Two year Credit card (automatic),5396.25
7797-EJMDP,Is subscribed for 8 months at a monthly cost of 66.05,Month-to-month Bank transfer (automatic),574.5
3530-VWVGU,Is subscribed for 22 months at a monthly cost of 19.9,Month-to-month Mailed check,400.3
2013-SGDXK,Was subscribed for 1 months at a monthly cost of 84.3,Month-to-month Electronic check,84.3
6368-NWMCE,Is subscribed for 38 months at a monthly cost of 68.15,Month-to-month Credit card (automatic),2656.3
3633-CDBUW,Is subscribed for 17 months at a monthly cost of 80.85,One year Electronic check,1445.95
0707-HOVVN,Is subscribed for 70 months at a monthly cost of 75.5,Two year Bank transfer (automatic) paperless billing,5212.65
8580-QVLOC,Was subscribed for 72 months at a monthly cost of 92.45,Two year Credit card (automatic),6440.25
3956-MGXOG,Is subscribed for 28 months at a monthly cost of 80.6,Month-to-month Electronic check paperless billing,2244.95
