customerID,customerDescription
4702-IOQDC,Female
9489-JMTTN,Female with partner and dependents
0575-CUQOV,Male senior with partner
0967-BMLBD,Female with partner and dependents
6178-KFNHS,Female with dependents
2830-LEWOA,Male with partner and dependents
5006-MXVRN,Female
1264-BYWMS,Male
9658-WYUFB,Female
8327-WKMIE,Male
6917-FIJHC,Female with partner
5329-KRDTM,Male senior with partner
7797-EJMDP,Female
3530-VWVGU,Female with partner and dependents
2013-SGDXK,Female
6368-NWMCE,Female
3633-CDBUW,Male with dependents
0707-HOVVN,Female senior
8580-QVLOC,Female senior with partner and dependents
3956-MGXOG,Female
9274-UARKJ,Female
4077-HWUYD,Male with partner and dependents
2012-NWRPA,Female senior with partner
8808-ELEHO,Male senior
0103-CSITQ,Female with partner
3506-LCJDC,Male with partner and dependents
8671-KKKOS,Female with partner
7305-ZWMAJ,Male with partner
9518-XXBXE,Male senior with partner
3934-HXCFZ,Male with partner
6578-KRMAW,Male
4860-IJUDE,Male
7666-WKRON,Female
9688-YGXVR,Female
0423-UDIJQ,Male senior
1945-XISKS,Female with partner
4910-AQFFX,Male with partner and dependents
2154-KVJFF,Female
5360-LJCNJ,Female with partner
2607-FBDFF,Male
9647-ERGBE,Female with partner and dependents
3428-XZMAZ,Male
1100-DDVRV,Male with partner
0378-TOVMS,Female
4355-HBJHH,Male with partner and dependents
6728-WYQBC,Male
9058-CBREO,Female senior
9029-FEGVJ,Female senior with partner
7216-KAOID,Male with partner and dependents
0318-QUUOB,Male with partner
6145-NNPNO,Female
5520-FVEWJ,Female with partner and dependents
5339-TJFEK,Male with partner and dependents
5572-ZDXHY,Female
2074-GUHPQ,Female with dependents
4625-XMOYM,Female with partner and dependents
5827-MWCZK,Male with partner and dependents
1385-TQOZW,Female
5914-XRFQB,Male with partner
4329-YPDDQ,Male
4804-NCPET,Male with partner and dependents
3750-CKVKH,Male
5944-UGLLK,Male
8063-GBATB,Female senior
7787-BNTZM,Male
2252-ISRNH,Male with partner and dependents
9415-TPKRV,Female with partner and dependents
5322-TEUJK,Female with partner and dependents
4547-KQRTM,Female
4877-EVATK,Male
1866-DIOQZ,Female with partner
8375-KVTHK,Male with partner
2697-NQBPF,Male
3709-OIJEA,Male
7639-SUPCW,Female
1386-ZIKUV,Male
0599-XNYDO,Female with partner
6377-WHAOX,Female with partner
6855-VLGOS,Male with partner and dependents
8999-XXGNS,Female senior with partner
8746-OQQRW,Male
3181-MIZBN,Male with partner and dependents
0471-ARVMX,Female senior with partner
7766-CLTIC,Female
5650-YLIBA,Male
0825-CPPQH,Female with partner
9084-OAYKL,Male
6122-LJADA,Male with partner and dependents
2400-XIWIO,Female with partner
7524-VRLPL,Male senior
1069-XAIEM,Female senior
7569-NMZYQ,Female with partner and dependents
5201-USSQZ,Female with partner
2105-PHWON,Female with partner
1494-EJZDW,Female with partner and dependents
4884-TVUQF,Female senior
8003-EWNDZ,Female
1897-RCFUM,Female with partner and dependents
9256-JTBNZ,Female
4658-HCOHW,Female with partner and dependents
2211-RMNHO,Female with partner and dependents
2432-TFSMK,Male
3440-JPSCL,Female
4929-ROART,Male
1834-ABKHQ,Female with partner and dependents
1741-WTPON,Male with partner and dependents
3932-IJWDZ,Male
1240-HCBOH,Female
3594-KADLU,Male with partner
8065-BVEPF,Male senior
3796-ENZGF,Male with partner
1734-ZMNTZ,Female with partner and dependents
2853-CWQFQ,Male with dependents
0813-TAXXS,Male
2519-TWKFS,Male with partner and dependents
2889-FPWRM,Male with partner
0626-QXNGV,Female with partner
6723-CEGQI,Female with dependents
6987-XQSJT,Female senior
4732-RRJZC,Male with partner and dependents
9499-XPZXM,Female with partner
4338-EYCER,Male with partner
3007-FDPEA,Female
6350-XFYGW,Male senior
4290-BSXUX,Male with partner
8513-OLYGY,Male with partner
0311-QYWSS,Female
8705-DWKTI,Male
8755-IWJHN,Male senior with partner
0325-XBFAC,Male
4480-QQRHC,Female senior
0929-PECLO,Female senior
3680-CTHUH,Male
1202-KKGFU,Female with partner
6112-KTHFQ,Female
1852-XEMDW,Male
2462-XIIJB,Male
4760-XOHVN,Female with partner and dependents
1820-DJFPH,Female with partner and dependents
9426-SXNHE,Female
9068-FHQHD,Female with partner and dependents
1269-FOYWN,Male with partner and dependents
9470-YFUYI,Male senior with partner
7817-BOQPW,Female
7402-EYFXX,Male senior
1853-UDXBW,Male with partner and dependents
9895-VFOXH,Female
5458-CQJTA,Male with partner and dependents
1230-QAJDW,Male
5701-ZIKJE,Male
5219-YIPTK,Female with partner
5032-MIYKT,Female
7396-VJUZB,Male with partner and dependents
9717-QEBGU,Male
5172-RKOCB,Male with partner
6509-TSGWN,Female with partner and dependents
3540-RZJYU,Female
3178-CIFOT,Female
2091-MJTFX,Female with partner and dependents
4530-NDRKU,Female with partner and dependents
5985-TBABQ,Female
9800-ONTFE,Female with partner and dependents
6743-HHQPF,Male with partner
8455-HIRAQ,Female
6616-AALSR,Female with partner and dependents
0883-EIBTI,Female
9415-ZNBSX,Female with partner and dependents
4018-KJYUY,Male with dependents
0722-TROQR,Female senior
7571-YXDAD,Female
3884-UEBXB,Female with partner and dependents
8780-RSYYU,Female
5537-UXXVS,Female with partner
1791-PQHBB,Female with dependents
8701-DGLVH,Male
8741-LQOBK,Female with partner and dependents
3393-FMZPV,Female
8082-GHXOP,Male with dependents
6402-ZFPPI,Female senior
0980-FEXWF,Male with partner and dependents
7486-KSRVI,Male
3011-WQKSZ,Male with dependents
8443-WVPSS,Male with partner
3006-XIMLN,Female with dependents
8218-FFJDS,Female with partner
1986-PHGZF,Male senior
9965-YOKZB,Male senior
0504-HHAPI,Female senior
9360-OMDZZ,Male
6305-YLBMM,Male
0345-XMMUG,Female with partner
8024-XNAFQ,Female senior
3647-GMGDH,Male with partner
2988-GBIVW,Female senior with partner
2832-SCUCO,Female
7036-ZZKBD,Male with partner
3791-LGQCY,Female senior with partner
0265-PSUAE,Female with partner and dependents
0463-TXOAK,Male with dependents
0594-UFTUL,Male with partner and dependents
9509-MPYOD,Female
9128-CPXKI,Female
0129-KPTWJ,Male with partner
8166-ZZTFS,Female senior with partner
5855-EIBDE,Female with partner
5365-LLFYV,Female
5956-YHHRX,Male senior
6008-NAIXK,Male senior
2956-GGUCQ,Male senior with partner
1928-BXYIV,Male
5760-FXFVO,Male
6595-COKXZ,Female
0961-ZWLVI,Male with dependents
5181-OABFK,Female with partner and dependents
4007-NHVHI,Female senior
7816-VGHTO,Female with partner and dependents
5871-DGTXZ,Male
7550-WIQVA,Male with partner and dependents
7544-ZVIKX,Male with partner and dependents
0016-QLJIS,Female with partner and dependents
7508-DQAKK,Female
5176-OLSKT,Female with partner
9356-AXGMP,Male with partner
3556-BVQGL,Female with partner
0362-ZBZWJ,Male
8979-CAMGB,Male senior
4211-MMAZN,Male
7581-EBBOU,Female
4274-OWWYO,Male
5073-RZGBK,Female with partner and dependents
1541-ETJZO,Male
2192-CKRLV,Female with partner
3154-HMWUU,Male with partner
6119-SPUDB,Male
6522-OIQSX,Female with partner and dependents
7813-ZGGAW,Male senior
8748-HFWBO,Male with partner and dependents
1052-QJIBV,Female with partner and dependents
1319-YLZJG,Male with partner
4106-HADHQ,Male with partner and dependents
0723-FDLAY,Male
3050-RLLXC,Female with partner and dependents
9298-WGMRW,Female with partner
2369-UAPKZ,Male
3088-LHEFH,Female
2778-OCLGR,Male senior with partner
6583-KQJLK,Female senior with partner
8544-JNBOX,Male
6681-ZSEXG,Male with partner
6139-ZZRBQ,Male senior
6116-RFVHN,Female with partner
0637-KVDLV,Male
8884-FEEWR,Male
3125-RAHBV,Male
6633-MPWBS,Male
0373-AIVNJ,Male
8785-EPNCG,Male
1682-VCOIO,Male
5729-KLZAR,Female with partner and dependents
2072-ZVJJX,Male with partner
8849-AYPTR,Male with partner
9518-IMLHK,Male
1582-RAFML,Male
3646-ITDGM,Female
8740-CRYFY,Male
3569-VLDHH,Male with partner and dependents
8224-KDLKN,Male with partner and dependents
7594-LZNWR,Male senior
4001-TSBTV,Female with partner and dependents
2962-XPMCQ,Male
8727-XDPUD,Male
1043-UXOVO,Female
1064-FBXNK,Male with partner and dependents
3996-ZNWYK,Male senior with partner and dependents
2878-DHMIN,Male with partner and dependents
7762-ONLJY,Female with partner and dependents
1678-FYZOW,Female
5795-BKOYE,Female with partner and dependents
8627-EHGIP,Male
7402-PWYJJ,Female with partner
5480-TBGPH,Female with partner
0018-NYROU,Female with partner
7501-VTYLJ,Female with dependents
7608-RGIRO,Male with dependents
0480-BIXDE,Female with partner
5895-QSXOD,Male
9814-AOUDH,Male
6175-IRFIT,Male
8760-ZRHKE,Female senior with partner and dependents
1622-HSHSF,Female
8854-CCVSQ,Male
6749-UTDVX,Male
5542-DHSXL,Female with partner
9102-OXKFY,Male
0511-JTEOY,Female
5216-WASFJ,Female senior with partner
7808-DVWEP,Male with partner
7067-KSAZT,Female senior with partner
2284-VFLKH,Male with partner
0366-NQSHS,Male
6532-YLWSI,Female with partner
3807-BPOMJ,Female with partner
3892-NXAZG,Male with partner and dependents
4948-WBBKL,Female senior
4182-BGSIQ,Female with partner and dependents
9300-AGZNL,Male senior
0988-AADSA,Female with partner and dependents
9972-NKTFD,Female
3717-LNXKW,Male with partner
5734-EJKXG,Female
2207-RYYRL,Male with partner and dependents
6729-FZWSY,Male
9695-IDRZR,Female with dependents
8144-DGHXP,Female
7814-LEEVE,Female with partner
1112-CUNAO,Female senior
5175-AOBHI,Female
5174-RNGBH,Female
8631-WUXGY,Female with dependents
7270-BDIOA,Female
9565-JSNFM,Male
5906-DVAPM,Female with partner and dependents
6654-QGBZZ,Female
8348-JLBUG,Male senior with partner
0607-DAAHE,Male with dependents
5641-DMBFJ,Female with partner
9200-NLNPD,Male with partner
2664-XJZNO,Male with partner and dependents
9732-KPKBW,Male
3339-EAQNV,Male senior with partner
0921-OHLVP,Male
3389-YGYAI,Female senior
9560-ARGQJ,Female with dependents
8350-NYMVI,Female
1600-DILPE,Female
0536-ESJEP,Male with partner
4654-GGUII,Female
6478-HRRCZ,Male with partner
8510-BBWMU,Female
6857-TKDJV,Male with partner and dependents
2360-RDGRO,Male with partner
0584-BJQGZ,Female
5134-IKDAY,Female with partner and dependents
1360-XFJMR,Female with partner
3070-DVEYC,Male senior
5730-RIITO,Female senior
9058-MJLZC,Female
5707-ORNDZ,Male senior
0902-XKXPN,Male with partner and dependents
5177-RVZNU,Female with dependents
0056-EPFBG,Male with partner and dependents
8993-IZEUX,Male
8696-JKZNU,Female senior
5380-AFSSK,Female
8190-ZTQFB,Male
0931-MHTEM,Female
2055-PDADH,Female senior
7515-LODFU,Male senior
0440-UEDAI,Female
1337-BOZWO,Male with partner and dependents
0868-VJRDR,Male with partner
8714-EUHJO,Female with partner and dependents
6344-SFJVH,Female
3950-VPYJB,Male with partner and dependents
8041-TMEID,Male senior with partner
7321-ZNSLA,Male with partner and dependents
6941-KXRRV,Female senior with partner
3721-CNEYS,Female
8727-JQFHV,Male with partner and dependents
9475-NNDGC,Male with partner
1355-KUSBG,Female with partner and dependents
3688-FTHLT,Female
0899-LIIBW,Male with partner
2568-OIADY,Female with partner
1384-RCUXW,Male
5825-XJOCM,Male with dependents
6848-YLDFR,Male with partner and dependents
8125-QPFJD,Female with partner
2320-YKQBO,Female
1193-RTSLK,Female
2302-ANTDP,Female senior with partner
5923-GXUOC,Male
4973-RLZVI,Female
7869-ZYDST,Male with partner
4501-UYKBC,Female senior
1215-EXRMO,Male with partner
2305-MRGLV,Male with partner
8404-VIOMB,Female
5233-GEEAX,Male senior
2359-KLTEK,Female with partner and dependents
5304-EFJLP,Male senior with partner
2673-ZALNP,Female
9184-GALIL,Female with partner and dependents
4393-RYCRE,Male
9746-MDMBK,Male with partner and dependents
3162-ZJZFU,Male with partner and dependents
8404-GFGCZ,Male with partner
8875-AKBYH,Male senior
4432-ADRLB,Male
0533-UCAAU,Male senior with partner
1394-SUIUH,Female senior with partner
3521-MNKLV,Male
2533-TIBIX,Male with partner and dependents
8993-PHFWD,Female
1565-RHDJD,Female with dependents
7137-RYLPP,Male senior with partner
3765-JXVKY,Female
5092-STPKP,Female
7330-WZLNC,Female
0114-PEGZZ,Female
3359-DSRKA,Female with partner and dependents
8639-NHQEI,Female with partner and dependents
7161-DFHUF,Female with partner
3957-LXOLK,Female senior
3720-DBRWL,Male with partner
6635-MYYYZ,Female
8565-WUXZU,Male senior with partner
5281-BUZGT,Male senior
4994-OBRSZ,Male with dependents
0562-FGDCR,Female with partner and dependents
2436-QBZFP,Female with partner and dependents
3420-YJLQT,Female
6040-CGACY,Female
6582-PLFUU,Male with partner and dependents
8242-PDSGJ,Male with partner
0264-CNITK,Female with partner and dependents
0089-IIQKO,Female with partner and dependents
7839-NUIAA,Female with partner and dependents
6075-QMNRR,Female
5378-IKEEG,Female
5966-EMAZU,Male with partner
0440-EKDCF,Male with partner
4774-HHGGS,Male with partner
2718-GAXQD,Female senior with partner and dependents
2055-BFOCC,Male senior with partner
8180-AKMJV,Female
4298-OYIFC,Male with partner
5566-SOEZD,Male with partner and dependents
9842-EFSYY,Female with dependents
2272-WUSPA,Female with partner
4584-LBNMK,Male senior with partner
3898-GUYTS,Female senior
0930-EHUZA,Female
6413-XKKPU,Male with partner and dependents
9975-SKRNR,Male
3703-KBKZP,Male senior
1449-XQEMT,Male
2626-URJFX,Male with partner and dependents
4973-MGTON,Female with partner
3682-YEUWS,Male with partner and dependents
1223-UNPKS,Male with partner and dependents
2612-RRIDN,Male
4735-ASGMA,Male
3446-QDSZF,Female
3669-LVWZB,Male
6892-EZDTG,Female with partner
5117-IFGPS,Male senior with partner
7379-FNIUJ,Male
1627-AFWVJ,Female
9725-SCPZG,Male with dependents
5884-GCYMI,Male
3217-FZDMN,Female senior
4486-EFAEB,Male
0060-FUALY,Female with partner
7853-GVUDZ,Female with partner and dependents
7480-QNVZJ,Male senior
6954-OOYZZ,Male with partner
7088-FBAWU,Female with partner and dependents
8313-AFGBW,Male with partner
3943-KDREE,Female
9239-ZBZZV,Female
3097-IDVPU,Male with partner and dependents
4398-HSCJH,Female
2197-OMWGI,Female senior with partner and dependents
2303-PJYHN,Female with partner
9795-VOWON,Male
1237-WIYYZ,Female
1987-AUELQ,Female with partner
7852-LECYP,Male senior with partner
4430-UZIPO,Male
4822-LPTYJ,Male with partner
8165-CBKXO,Male with partner and dependents
6527-PZFPV,Male with partner and dependents
4855-SNKMY,Female
9593-CVZKR,Female with partner and dependents
8595-SIZNC,Female senior with partner
8008-HAWED,Male
7124-UGSUR,Female senior with partner
1862-SKORY,Female senior with partner
5236-XMZJY,Female
4827-DPADN,Female with partner and dependents
2694-CIUMO,Female
5846-ABOBJ,Male with partner
1439-LCGVL,Female with partner
0909-SDHNU,Female with dependents
4647-XXZAM,Female with partner and dependents
1502-XFCVR,Female
7740-KKCXF,Male with partner
5360-XGYAZ,Male with partner and dependents
9692-TUSXH,Female
7912-SYRQT,Female
3557-HTYWR,Female
4816-JBHOV,Male senior
8920-NAVAY,Male senior
1699-TLDLZ,Female with partner and dependents
5600-PDUJF,Male and uncertain dependents
8292-TYSPY,Male
0567-XRHCU,Female with partner and dependents
1867-BDVFH,Male with partner and dependents
2067-QYTCF,Female with partner
2359-QWQUL,Female with partner
9103-TCIHJ,Female
7407-SUJIZ,Male
9150-KPBJQ,Female
0052-DCKON,Male with partner
3654-ARMGP,Female
9699-UBQFS,Female senior with partner
9367-TCUYN,Female
1261-FWTTE,Male senior
3528-HFRIQ,Male senior with partner
0708-SJDIS,Female
4140-WJAWW,Female
2073-QBVBI,Female with partner
6928-ONTRW,Female with partner and dependents
3320-VEOYC,Male senior
5231-FIQPA,Female
6617-WLBQC,Female with partner and dependents
2599-CIPQE,Male with partner and dependents
6653-CBBOM,Female
8774-GSBUN,Male with partner
7326-RIGQZ,Male with partner and dependents
1401-FTHFQ,Male with partner and dependents
3247-ZVOUO,Male senior with partner
0254-FNMCI,Female
1848-LBZHY,Female with partner
6101-IMRMM,Male with dependents
8118-TJAFG,Male with partner and dependents
5429-LWCMV,Female
7298-IZWLY,Female
9758-MFWGD,Female senior with partner and dependents
3955-JBZZM,Male
1268-ASBGA,Female senior with partner
8943-URTMR,Female
4815-TUMEQ,Female
4713-LZDRV,Female senior
9909-IDLEK,Male with partner and dependents
4092-OFQZS,Male with partner
1561-BWHIN,Male with partner and dependents
4325-NFSKC,Male senior
9927-DSWDF,Male with partner
9500-LTVBP,Female
7252-NTGSS,Female
8149-AIQCG,Male
1360-JYXKQ,Female senior with partner
2955-PSXOE,Female
7762-URZQH,Male with partner
0899-WZRSD,Male
3255-GRXMG,Male with dependents
4828-FAZPK,Female with partner and dependents
6094-ZIVKX,Female
6925-BAYGL,Female senior with partner
3262-EIDHV,Female with partner and dependents
7354-OIJLX,Male
1376-HHBDV,Female
6907-NZZIJ,Female
6133-OZILE,Female
4135-FRWKJ,Female senior with partner and dependents
2911-UREFD,Female with partner
3744-ZRRDZ,Male
5673-TIYIB,Male
6551-ZCOTS,Male senior
7191-ADRGF,Male with partner
5018-LXQQG,Female with partner and dependents
6892-BOGQE,Female with partner
1602-IJQQE,Female
4628-WQCQQ,Male with dependents
1746-TGTWV,Male with partner
5995-SNNEW,Male senior with partner
8050-WYBND,Female with dependents
2821-WARNZ,Female with dependents
4879-GZLFH,Female with partner and dependents
1644-IRKSF,Female with partner and dependents
8314-HTWVE,Female with partner and dependents
9402-ROUMJ,Female with partner and dependents
2507-QZPQS,Male
7159-NOKYQ,Male with partner
5707-ZMDJP,Male with partner and dependents
8779-YIQQA,Male with partner and dependents
7136-IHZJA,Female with partner and dependents
8966-OIQHG,Female with partner and dependents
7074-STDCN,Male
3705-PSNGL,Male
8739-QOTTN,Female with partner
1399-OUPJN,Female with partner and dependents
0277-BKSQP,Male with partner and dependents
6502-HCJTI,Male senior with partner
2606-RMDHZ,Male
5774-XZTQC,Female with partner and dependents
2676-SSLTO,Male
6266-QHOJZ,Female
7269-JISCY,Female
0363-SVHYR,Male with partner and dependents
8547-NSBBO,Male
8258-GSTJK,Male senior
6861-OKBCE,Female with dependents
9940-RHLFB,Female
6591-QGOYB,Male
9070-BCKQP,Female with partner
6421-SZVEM,Female with partner and dependents
1328-EUZHC,Female with partner
2995-UPRYS,Female senior with partner
8878-RYUKI,Female
9633-DENPU,Female with partner
7811-JIVPF,Female
7113-HIPFI,Male with partner and dependents
8541-QVFKM,Female
6686-YPGHK,Male senior
1383-EZRWL,Female
9258-CNWAC,Female with partner and dependents
5371-VYLSX,Female senior
6374-AFWOX,Male with partner
4759-TRPLW,Male
5317-FLPJF,Female
7621-VPNET,Female with partner
6034-YMTOB,Female
8563-IIOXK,Male with partner and dependents
4903-CNOZC,Male
4353-HYOJD,Female with partner and dependents
8020-BWHYL,Female senior
7267-FRMJW,Female with partner and dependents
2982-VPSGI,Female with partner
